AGE1,BURDEN,FMR,FMTBEDRMS,FMTBUILT,TOTSAL
28,0.1084,906,'2 2BR','1980-1989',60000
48,0.27792,1100,'3 3BR','1980-1989',50000
37,0.2557333333,623,'2 2BR','1980-1989',45000
50,0.0848537825,1914,'4 4BR+','1980-1989',400
43,0.04056,893,'4 4BR+','1990-1999',15000
30,0.1827,879,'3 3BR','2000-2009',80000
54,0.056103023499999995,748,'4 4BR+','1980-1989',178000
31,0.21095999999999998,643,'2 2BR','1980-1989',50000
34,0.128775,893,'4 4BR+','2000-2009',160000
63,0.2662686567,938,'3 3BR','1980-1989',0
50,0.17505882350000002,938,'3 3BR','1990-1999',68000
28,0.3624,1060,'4 4BR+','2000-2009',40000
76,0.1119448388,918,'3 3BR','1980-1989',0
33,0.37069625100000003,563,'2 2BR','1980-1989',18000
29,0.1391142857,1060,'4 4BR+','2000-2009',140000
49,0.3072,947,'3 3BR','1980-1989',70000
57,0.0428108108,629,'2 2BR','1980-1989',74000
34,0.3546206897,918,'3 3BR','1980-1989',29000
40,0.3295652174,1328,'4 4BR+','2000-2009',69000
34,0.3432827586,1364,'3 3BR','2000-2009',67500
50,0.12962818,969,'2 2BR','1980-1989',102200
37,0.2059945504,942,'2 2BR','1980-1989',55000
39,0.6795,834,'3 3BR','1980-1989',0
48,2.4981818182,902,'4 4BR+','1980-1989',2200
28,0.22096,1095,'3 3BR','1980-1989',75000
30,0.2036571429,1328,'4 4BR+','1980-1989',105000
40,0.807804878,702,'2 2BR','1980-1989',0
68,0.1718903036,997,'3 3BR','1980-1989',0
40,0.1681818182,1143,'4 4BR+','1990-1999',66000
55,0.3015706806,668,'3 3BR','2000-2009',35000
79,0.4845173042,668,'3 3BR','1980-1989',0
74,0.3566666667,903,'2 2BR','1980-1989',0
51,0.1916291941,1080,'3 3BR','1980-1989',31000
53,0.285631068,823,'3 3BR','1980-1989',51000
44,0.1366015038,773,'3 3BR','2000-2009',62900
80,0.344284342,548,'1 1BR','1980-1989',0
40,0.5506730769,834,'4 4BR+','2000-2009',0
27,0.22412307690000002,669,'1 1BR','1980-1989',32500
26,0.227628866,742,'3 3BR','2000-2009',17000
34,0.27744,590,'2 2BR','1980-1989',25000
36,0.2109,834,'4 4BR+','1980-1989',80000
85,0.8530701754000001,820,'2 2BR','1990-1999',4800
73,0.3038438072,891,'1 1BR','1980-1989',0
29,0.59625,712,'3 3BR','1980-1989',6000
25,0.2356800000000001,712,'3 3BR','2000-2009',25000
59,0.05724,712,'3 3BR','1980-1989',0
69,0.1167630058,813,'3 3BR','1980-1989',32000
-9,-9.0,972,'3 3BR','2000-2009',-9
46,0.2923636364,1017,'3 3BR','2000-2009',0
40,1.1034615016,1017,'3 3BR','1980-1989',0
24,0.35184,699,'2 2BR','1980-1989',25000
30,0.210375,483,'1 1BR','1980-1989',32000
64,0.5202857143,483,'1 1BR','1980-1989',7000
33,0.1009159634,779,'2 2BR','1980-1989',100000
44,0.1984,691,'2 2BR','1980-1989',60000
74,5.052,938,'3 3BR','1980-1989',0
26,0.24979184010000002,691,'2 2BR','1980-1989',24000
-9,-9.0,656,'1 1BR','1980-1989',-9
31,0.2890909091,788,'2 2BR','1980-1989',44000
62,0.053156146200000004,569,'2 2BR','1940-1959',18000
29,0.1206076416,564,'2 2BR','1980-1989',14500
-9,-9.0,1152,'3 3BR','1980-1989',-9
48,0.6826003824,799,'2 2BR','1980-1989',20000
84,0.7007142856999999,776,'3 3BR','1980-1989',0
46,0.2230434783,763,'4 4BR+','1980-1989',92000
51,0.021337334500000003,874,'4 4BR+','1980-1989',103600
35,0.1310823529,1302,'4 4BR+','2000-2009',130000
53,870.66666667,1006,'3 3BR','1980-1989',63
41,0.2205449591,1068,'4 4BR+','1980-1989',73000
43,0.1460081633,815,'4 4BR+','2000-2009',200000
-9,-9.0,477,'1 1BR','1980-1989',-9
45,0.32565517239999997,571,'2 2BR','1960-1979',29000
45,0.6445090909000001,1159,'4 4BR+','1980-1989',55000
59,0.11401534529999999,2000,'4 4BR+','1980-1989',0
52,0.0388806622,777,'4 4BR+','1990-1999',121400
35,0.12462385320000001,608,'2 2BR','1980-1989',103000
21,1.7187192118,1397,'4 4BR+','2000-2009',8120
57,0.0311133706,1633,'4 4BR+','2000-2009',145000
47,0.12307078519999999,1308,'4 4BR+','2000-2009',155000
35,0.5006060606,1420,'4 4BR+','2000-2009',18700
-9,-9.0,677,'1 1BR','2000-2009',-9
-9,-9.0,1190,'3 3BR','2000-2009',-9
41,0.3814285714,817,'2 2BR','1980-1989',22400
55,0.1986857143,862,'3 3BR','2000-2009',70000
19,0.5463157895,834,'2 2BR','1980-1989',14000
60,9.3034682081,788,'2 2BR','1980-1989',42000
58,0.1212515337,938,'4 4BR+','1990-1999',163000
54,0.2075,1121,'3 3BR','2000-2009',96000
50,0.828,693,'1 1BR','1980-1989',0
27,0.6253333333,1121,'3 3BR','2000-2009',18000
33,1.0257142857,834,'2 2BR','1980-1989',0
68,0.3171390013,608,'2 2BR','1980-1989',0
60,2.94,983,'3 3BR','1980-1989',0
73,0.1516143498,1057,'2 2BR','1990-1999',88000
-9,-9.0,866,'1 1BR','1980-1989',-9
36,0.1497272727,779,'3 3BR','1990-1999',48000
52,0.35712,823,'3 3BR','1980-1989',15000
30,0.313056,951,'4 4BR+','1980-1989',125000
78,0.4536,1377,'3 3BR','1980-1989',0
51,0.0127094499,773,'3 3BR','1980-1989',484364
17,0.1633676668,549,'1 1BR','1980-1989',0
87,0.31034482760000004,594,'1 1BR','1980-1989',0
41,0.1204705882,594,'1 1BR','1980-1989',51000
84,0.21333333329999998,940,'4 4BR+','2000-2009',0
58,1.632,411,'1 1BR','1980-1989',0
66,6.3415384615,502,'2 2BR','1980-1989',0
22,0.6156923077,741,'2 2BR','1980-1989',13000
17,0.1113455809,731,'4 4BR+','1990-1999',25000
53,0.0970619469,731,'4 4BR+','2000-2009',113000
47,0.21575,983,'4 4BR+','1980-1989',13000
63,0.20143613,825,'3 3BR','2000-2009',19200
45,0.3028571429,963,'3 3BR','1980-1989',88000
57,0.2656984195,700,'2 2BR','1980-1989',14000
43,0.0313548387,680,'3 3BR','1980-1989',93000
52,0.2810958904,1457,'3 3BR','1980-1989',73000
55,0.0946666667,863,'3 3BR','1980-1989',36000
30,0.247826087,712,'3 3BR','1980-1989',23000
49,0.1663255814,468,'1 1BR','1980-1989',43000
42,0.3964125883,984,'3 3BR','1980-1989',54439
34,0.30576,1225,'4 4BR+','2000-2009',25000
80,0.6509656147,1045,'1 1BR','1980-1989',11830
36,31.9,1159,'4 4BR+','1980-1989',600
79,0.2256716418,693,'1 1BR','2000-2009',0
-9,-9.0,1816,'4 4BR+','2000-2009',-9
23,0.186043956,1607,'4 4BR+','2000-2009',104400
22,1.0453333333,773,'1 1BR','1980-1989',9000
72,0.2197014925,706,'3 3BR','1960-1979',0
54,0.3490136571,483,'1 1BR','1980-1989',0
-9,-9.0,483,'1 1BR','1980-1989',-9
56,0.50625,548,'2 2BR','2000-2009',8000
-9,-9.0,712,'3 3BR','2000-2009',-9
58,6.2129983615999995,712,'3 3BR','2000-2009',0
38,0.2835127479,984,'3 3BR','1980-1989',35000
27,0.26075187969999997,1367,'4 4BR+','2000-2009',60500
-9,-9.0,1367,'4 4BR+','2000-2009',-9
53,0.1724651163,1118,'4 4BR+','1960-1979',43000
53,0.1462702703,788,'3 3BR','1980-1989',111000
41,0.1941509434,963,'4 4BR+','2000-2009',106000
80,0.1738385051,808,'3 3BR','1980-1989',0
62,0.0908,1042,'3 3BR','1980-1989',28334
43,0.1547855918,863,'3 3BR','1980-1989',58300
32,0.162,519,'1 1BR','1980-1989',28000
51,0.06075,788,'3 3BR','1980-1989',48000
23,0.225,779,'2 2BR','2000-2009',24000
-9,-9.0,701,'1 1BR','1980-1989',-9
58,0.1288675624,947,'4 4BR+','2000-2009',200000
23,0.1752,701,'1 1BR','1980-1989',40000
29,0.4856,600,'1 1BR','1980-1989',15000
52,0.32912610579999996,779,'2 2BR','1980-1989',17000
57,0.1668387097,1518,'3 3BR','1980-1989',155000
-9,-9.0,590,'2 2BR','2000-2009',-9
50,0.16602197800000001,827,'3 3BR','1980-1989',91000
-9,-9.0,1147,'4 4BR+','2000-2009',-9
27,0.4533333333,879,'3 3BR','1980-1989',18000
51,0.2582068966,799,'2 2BR','2000-2009',17000
26,0.4905882353,799,'2 2BR','2000-2009',17000
22,0.2561052632,799,'2 2BR','2000-2009',38000
-9,-9.0,972,'3 3BR','2000-2009',-9
23,0.1436213325,601,'1 1BR','1960-1979',37014
57,0.1354909091,1035,'4 4BR+','1980-1989',55000
41,0.30991304350000004,601,'1 1BR','1980-1989',23000
38,0.4227272727000001,972,'3 3BR','2000-2009',29920
57,0.0635064935,980,'3 3BR','1980-1989',60000
41,0.056245572599999995,679,'3 3BR','2000-2009',84700
-9,-9.0,746,'2 2BR','2000-2009',-9
38,0.3687272727000001,669,'1 1BR','1980-1989',22000
62,0.0537172775,805,'2 2BR','1980-1989',22000
57,0.20835699800000002,913,'3 3BR','1990-1999',32000
81,0.0808333333,712,'3 3BR','1980-1989',0
50,0.3528932039,1479,'4 4BR+','1980-1989',103000
-9,-9.0,460,'1 1BR','1980-1989',-9
38,0.0207272727,712,'3 3BR','1990-1999',132000
49,0.1861894737,1100,'3 3BR','2000-2009',95000
34,0.1205454545,1100,'3 3BR','2000-2009',110000
55,0.10416494849999999,906,'2 2BR','2000-2009',97000
-9,-9.0,906,'2 2BR','2000-2009',-9
27,0.2120571429,906,'2 2BR','2000-2009',70000
31,0.2650212766,1266,'4 4BR+','2000-2009',94000
31,0.1997468354,787,'3 3BR','2000-2009',107000
36,0.6526530612,1267,'4 4BR+','2000-2009',29000
43,0.2632,1266,'4 4BR+','1980-1989',195000
36,0.585,1258,'4 4BR+','1990-1999',0
50,0.165037037,711,'3 3BR','1980-1989',81000
32,0.828,746,'2 2BR','2000-2009',0
-9,-9.0,593,'2 2BR','2000-2009',-9
55,0.2435076923,663,'2 2BR','1980-1989',65000
71,0.060603775,1537,'3 3BR','1980-1989',0
60,0.1223606557,680,'3 3BR','2000-2009',0
76,0.0557522124,484,'1 1BR','1980-1989',0
47,0.3946153846,680,'3 3BR','1980-1989',52000
80,0.5313159747,940,'4 4BR+','2000-2009',0
21,0.1336153846,468,'1 1BR','1990-1999',52000
28,0.2282105263,640,'1 1BR','1980-1989',28500
25,0.1248,681,'2 2BR','1990-1999',55000
35,0.2352857143,578,'1 1BR','1980-1989',56000
37,0.18,879,'3 3BR','1980-1989',65000
-9,-9.0,676,'2 2BR','1980-1989',-9
30,0.3453913043,676,'2 2BR','1980-1989',23000
21,0.6972,975,'1 1BR','1980-1989',10000
35,0.2251803279,1302,'4 4BR+','2000-2009',91500
38,0.31452631579999996,788,'2 2BR','1980-1989',38000
17,0.189350577,788,'2 2BR','1980-1989',0
32,0.19766037739999998,938,'3 3BR','1980-1989',53000
48,0.3907826087,829,'3 3BR','2000-2009',46000
81,4.5741176471,1057,'2 2BR','1980-1989',0
73,0.0948175182,1137,'4 4BR+','1980-1989',0
25,1.71,601,'1 1BR','1980-1989',4000
-9,-9.0,1377,'3 3BR','1980-1989',-9
23,0.5095384615,472,'1 1BR','2000-2009',13000
44,0.19331612899999998,899,'4 4BR+','1980-1989',155000
39,0.2468,685,'2 2BR','1990-1999',60000
82,0.2606741573,438,'1 1BR','1980-1989',0
52,0.0482109296,800,'4 4BR+','1980-1989',440364
36,0.2322,732,'2 2BR','1980-1989',40000
78,0.10655999999999999,862,'3 3BR','2000-2009',0
26,0.586894198,604,'2 2BR','1980-1989',55000
48,0.0395891239,873,'3 3BR','2000-2009',164000
37,0.2457230769,1046,'4 4BR+','1980-1989',65000
23,0.5488151659,1017,'2 2BR','1980-1989',6000
44,0.3257142857,556,'1 1BR','1980-1989',21000
-9,-9.0,524,'2 2BR','1980-1989',-9
51,0.26625,1057,'2 2BR','1980-1989',96000
-9,-9.0,736,'2 2BR','1980-1989',-9
63,0.16740165810000002,1140,'3 3BR','1980-1989',0
85,0.3367088608,1037,'1 1BR','1980-1989',0
29,0.1275,502,'2 2BR','2000-2009',80000
51,0.13668,952,'4 4BR+','2000-2009',100000
48,0.1177931034,845,'3 3BR','2000-2009',87000
47,0.174,829,'3 3BR','2000-2009',99000
37,0.11627906980000001,840,'3 3BR','1980-1989',64500
23,0.2622064057,581,'2 2BR','1980-1989',27000
45,0.5216470588000001,893,'0 Studio','2000-2009',5000
42,0.06207567570000001,1058,'3 3BR','1980-1989',185000
31,0.3688421053,1607,'4 4BR+','2000-2009',76000
-9,-9.0,693,'1 1BR','2000-2009',-9
28,0.6551428571,1607,'4 4BR+','2000-2009',20000
41,0.3952855407,1308,'4 4BR+','2000-2009',82300
29,0.36880851060000003,1397,'4 4BR+','2000-2009',94000
73,0.5409574468,1168,'3 3BR','2000-2009',0
24,0.2552,652,'1 1BR','1980-1989',20000
35,1.2114782609,1121,'3 3BR','1990-1999',11000
55,0.1334285714,1342,'3 3BR','1980-1989',126000
35,0.2135885167,716,'2 2BR','1980-1989',40000
35,0.1483597193,574,'1 1BR','1980-1989',47000
57,0.838,999,'4 4BR+','1980-1989',0
71,3.7166666667,712,'3 3BR','1980-1989',0
55,0.29136,712,'3 3BR','1990-1999',17000
66,3.2638700947,902,'4 4BR+','1980-1989',0
89,0.1606373816,668,'2 2BR','1980-1989',0
47,-1.0,823,'3 3BR','2000-2009',0
-9,-9.0,823,'3 3BR','1980-1989',-9
53,0.0895366795,919,'4 4BR+','1980-1989',96000
39,0.2007567568,1270,'3 3BR','1980-1989',65000
69,0.309,1270,'3 3BR','1980-1989',0
34,1.0474061875,761,'1 1BR','1990-1999',1
49,0.09942857140000001,679,'3 3BR','1980-1989',35000
-9,-9.0,746,'2 2BR','2000-2009',-9
28,0.24230769230000002,604,'2 2BR','2000-2009',52000
46,0.40027972030000003,622,'2 2BR','1980-1989',50000
29,0.1384433498,1033,'4 4BR+','2000-2009',203000
25,0.2460969977,746,'2 2BR','1980-1989',40000
64,0.11857297300000001,746,'2 2BR','2000-2009',185000
57,0.0391231182,1258,'4 4BR+','2000-2009',45001
82,0.17088,898,'2 2BR','1960-1979',0
36,0.21923890059999998,1094,'4 4BR+','1980-1989',48360
26,0.1968,601,'2 2BR','1980-1989',40000
62,0.1297334013,863,'3 3BR','1980-1989',43001
76,0.3486486486,966,'1 1BR','1980-1989',0
38,0.3,666,'3 3BR','1990-1999',120000
25,0.19061538460000002,640,'2 2BR','1980-1989',52000
28,0.2552903226,881,'4 4BR+','2000-2009',62000
44,0.3057452123,959,'4 4BR+','1990-1999',44050
26,0.1823661972,640,'2 2BR','1980-1989',70000
44,0.1808,983,'4 4BR+','1980-1989',45000
35,0.1770666667,1328,'4 4BR+','2000-2009',180000
65,0.2723488603,1130,'4 4BR+','1980-1989',100000
41,0.4358974359,874,'4 4BR+','2000-2009',32292
51,0.309,846,'3 3BR','2000-2009',56000
31,0.4165090909000001,979,'3 3BR','1980-1989',55000
53,0.1615555556,1077,'4 4BR+','1980-1989',108000
35,0.3322969838,1225,'4 4BR+','2000-2009',79200
69,0.6086518335,798,'3 3BR','1980-1989',0
25,0.7152,845,'2 2BR','1980-1989',20000
43,0.2118149466,590,'2 2BR','1980-1989',20300
37,0.17942857140000001,724,'2 2BR','1990-1999',42000
34,0.3198181818,1527,'4 4BR+','2000-2009',20000
39,0.1430555556,1095,'3 3BR','1980-1989',125600
51,0.20625,1328,'4 4BR+','1980-1989',112000
-9,-9.0,553,'2 2BR','1980-1989',-9
22,2.6723076923,553,'2 2BR','1980-1989',1000
31,0.2772,1317,'2 2BR','1990-1999',80000
28,0.6109447318,921,'3 3BR','2000-2009',35000
-9,-9.0,995,'3 3BR','2000-2009',-9
33,0.2697142857,597,'1 1BR','1980-1989',21000
51,0.10181679390000001,995,'4 4BR+','1980-1989',262000
32,0.2635165834,752,'2 2BR','1980-1989',33000
56,0.1661356932,1159,'4 4BR+','1980-1989',101700
34,0.1256,1075,'2 2BR','1980-1989',45000
35,0.3549176471,965,'3 3BR','2000-2009',0
-9,-9.0,965,'3 3BR','2000-2009',-9
57,0.2558690176,1121,'3 3BR','1980-1989',65000
65,0.0701730104,1225,'4 4BR+','2000-2009',12000
49,0.037173912999999996,1225,'4 4BR+','1980-1989',92000
22,0.35747368420000003,483,'1 1BR','1980-1989',19000
42,0.26688,917,'3 3BR','1980-1989',0
47,0.2771009174,1068,'4 4BR+','2000-2009',109000
35,0.2650285714,881,'4 4BR+','1990-1999',70000
41,0.6357372986,1422,'4 4BR+','2000-2009',0
55,-1.0,929,'2 2BR','1960-1979',0
51,-1.0,591,'2 2BR','1990-1999',0
44,0.20366666670000005,623,'2 2BR','1980-1989',35900
68,0.0165775087,746,'2 2BR','2000-2009',0
64,0.4187983343,972,'3 3BR','2000-2009',0
-9,-9.0,698,'2 2BR','1980-1989',-9
54,0.078,1035,'4 4BR+','1980-1989',50000
42,1.27296,857,'4 4BR+','1980-1989',25000
58,0.1187234043,998,'2 2BR','1980-1989',35000
29,0.3877333333,998,'2 2BR','1980-1989',45000
45,0.0633333333,983,'4 4BR+','1980-1989',180000
60,0.5268,631,'1 1BR','1980-1989',10000
40,0.0432,680,'3 3BR','2000-2009',75000
54,0.2848333333,680,'3 3BR','2000-2009',60000
-9,-9.0,1382,'2 2BR','1960-1979',-9
59,0.2154216867000001,759,'3 3BR','1980-1989',38000
55,0.17328,759,'3 3BR','1980-1989',0
55,0.6107586207,925,'2 2BR','1980-1989',58000
85,2.3606936416,686,'1 1BR','1980-1989',0
-9,-9.0,817,'2 2BR','1960-1979',-9
38,0.46608,1190,'3 3BR','1980-1989',25000
52,0.0209507558,1190,'3 3BR','1960-1979',175501
48,0.1068571429,788,'2 2BR','1980-1989',72000
63,0.799245283,788,'2 2BR','1980-1989',0
36,0.3862948207,868,'2 2BR','1980-1989',25000
25,0.2042553191,504,'2 2BR','1990-1999',28200
36,0.22030491170000002,1006,'3 3BR','2000-2009',51213
32,0.1885531915,798,'3 3BR','1980-1989',94000
78,0.254048583,1093,'1 1BR','1990-1999',0
84,0.52004111,491,'0 Studio','1940-1959',0
53,0.2732044199,687,'2 2BR','1980-1989',0
58,0.355,793,'2 2BR','1990-1999',0
39,0.0663157895,657,'3 3BR','1980-1989',95000
-9,-9.0,567,'2 2BR','2000-2009',-9
47,0.2085,712,'3 3BR','1980-1989',80000
59,0.093253012,679,'3 3BR','2000-2009',58000
38,0.13616,1094,'4 4BR+','2000-2009',150000
75,0.0948,709,'4 4BR+','1980-1989',0
51,0.49986206899999996,687,'3 3BR','1980-1989',0
53,0.37682333869999995,906,'2 2BR','1980-1989',0
25,0.3253945481,803,'1 1BR','1980-1989',0
88,0.6335724534,906,'2 2BR','1990-1999',0
27,0.4885333333,906,'2 2BR','2000-2009',45000
44,0.19024390239999997,694,'2 2BR','1980-1989',41000
55,0.230195122,963,'3 3BR','1980-1989',32000
56,0.21188165679999998,845,'2 2BR','1980-1989',80000
20,0.6122448979999999,710,'2 2BR','1980-1989',8720
-9,-9.0,710,'2 2BR','1980-1989',-9
69,0.35670199140000003,490,'2 2BR','1980-1989',19848
54,0.18277894739999997,712,'3 3BR','2000-2009',95000
43,0.1362,1107,'1 1BR','1980-1989',100000
40,0.294,1889,'3 3BR','1980-1989',52000
33,0.32504448329999996,705,'4 4BR+','2000-2009',68000
76,0.1048015786,610,'3 3BR','2000-2009',0
44,0.1102,526,'1 1BR','1980-1989',60000
70,0.0692054795,526,'1 1BR','1980-1989',0
-9,-9.0,886,'3 3BR','1980-1989',-9
31,0.3413333333,969,'3 3BR','2000-2009',90000
37,0.26693498449999997,893,'4 4BR+','2000-2009',55000
33,0.3069444444,1039,'4 4BR+','1980-1989',43200
60,0.16699999999999998,661,'3 3BR','2000-2009',72000
24,0.41547945210000004,744,'4 4BR+','2000-2009',29200
76,0.17331664579999995,1228,'4 4BR+','1980-1989',66800
38,0.402,839,'3 3BR','1980-1989',24000
19,8.783999999999999,921,'3 3BR','1960-1979',1000
58,0.366,921,'3 3BR','2000-2009',20000
41,0.145125,839,'3 3BR','1980-1989',80000
60,0.6175609756,997,'3 3BR','1980-1989',0
41,0.4061052632,702,'2 2BR','1980-1989',19000
-9,-9.0,857,'1 1BR','1980-1989',-9
64,0.5153141775,668,'3 3BR','1980-1989',0
26,5.885714285700001,655,'2 2BR','1980-1989',0
49,0.034115088599999996,774,'3 3BR','2000-2009',35000
57,0.1586138614,892,'4 4BR+','1980-1989',40400
27,1.2521212120999998,698,'2 2BR','1960-1979',7900
55,0.1374,879,'3 3BR','1980-1989',38000
72,0.444757977,759,'3 3BR','1980-1989',0
37,0.06854676259999999,623,'2 2BR','1990-1999',69500
17,0.4096,519,'1 1BR','1980-1989',15000
66,0.1544969652,573,'1 1BR','1980-1989',25000
37,0.1677876106,769,'4 4BR+','1960-1979',113000
92,12.372239748,666,'3 3BR','2000-2009',1
33,0.2767567568,673,'2 2BR','1980-1989',17000
81,0.0415257215,969,'3 3BR','1980-1989',439364
65,0.3155637255,504,'2 2BR','1990-1999',0
27,0.1741782178,1154,'2 2BR','1980-1989',95000
46,0.0472615385,947,'4 4BR+','2000-2009',0
84,0.2218430034,969,'3 3BR','1980-1989',0
46,0.7828246248999999,839,'3 3BR','2000-2009',1600
43,0.22012800000000002,1068,'4 4BR+','1990-1999',125000
64,0.2194870227,1457,'3 3BR','1980-1989',100059
32,0.2448,519,'1 1BR','2000-2009',27500
36,0.1295,863,'3 3BR','1980-1989',72000
52,0.0632,874,'4 4BR+','1980-1989',90000
50,0.18187677730000001,1005,'4 4BR+','2000-2009',92500
63,0.0860829493,716,'2 2BR','1980-1989',65000
28,0.4114285714,1124,'2 2BR','1980-1989',42000
68,0.508097561,942,'2 2BR','1980-1989',5500
31,0.2368,824,'4 4BR+','1980-1989',2500
55,0.13694545449999998,812,'4 4BR+','1990-1999',165000
46,0.025911657299999998,834,'4 4BR+','1980-1989',20300
-9,-9.0,913,'3 3BR','1980-1989',-9
29,0.3688888889,609,'2 2BR','1980-1989',21600
45,0.16833333329999994,840,'3 3BR','1980-1989',72000
42,0.39769633509999996,862,'3 3BR','1980-1989',38200
24,0.22141176469999999,759,'3 3BR','1980-1989',51000
34,0.1573884298,921,'3 3BR','1980-1989',121000
37,0.1808,972,'3 3BR','2000-2009',105000
70,0.3230252101,913,'3 3BR','1980-1989',0
34,0.2544061761,1152,'3 3BR','1980-1989',65000
47,0.5238900634,799,'2 2BR','1980-1989',18000
23,-1.0,576,'2 2BR','1980-1989',0
48,0.4,484,'1 1BR','1980-1989',12000
43,0.0440869565,881,'4 4BR+','1990-1999',180000
52,0.0786666667,1130,'4 4BR+','1980-1989',144000
38,0.18125,963,'3 3BR','1980-1989',115000
65,0.24625,483,'1 1BR','1980-1989',0
