AGE1,BURDEN,FMR,FMTBEDRMS,FMTBUILT,TOTSAL
41,0.42614852049999996,931,'4 4BR+','1990-1999',115000
71,0.1498742666,1725,'4 4BR+','1990-1999',0
-9,-9.0,3100,'4 4BR+','2000-2009',-9
31,0.2103733653,1833,'2 2BR','2000-2009',95000
34,0.1332288663,1833,'2 2BR','2000-2009',120000
57,0.3285970149,1392,'1 1BR','1980-1989',50000
35,0.30211550789999997,859,'3 3BR','1980-1989',17000
65,0.1768869936,1231,'3 3BR','1980-1989',140000
36,0.4377777778,966,'2 2BR','1980-1989',0
56,0.40728980049999997,1436,'4 4BR+','1980-1989',81000
58,0.08806876949999999,2301,'4 4BR+','1980-1989',0
58,0.10512229779999999,1058,'3 3BR','2000-2009',145000
41,0.2108710101,1249,'4 4BR+','2000-2009',108400
28,0.1838636912,1058,'3 3BR','2000-2009',70000
62,0.026511582599999996,1101,'4 4BR+','1980-1989',182000
66,0.13194891109999998,689,'1 1BR','1980-1989',18789
42,0.1677133922,1130,'4 4BR+','2000-2009',111000
93,0.0465425532,783,'2 2BR','2000-2009',0
29,0.285231143,752,'2 2BR','2000-2009',41200
72,0.10064,1019,'3 3BR','2000-2009',40000
65,0.0698772669,1073,'3 3BR','1980-1989',0
58,0.14966740580000001,1073,'3 3BR','1990-1999',90000
41,0.2786509359,1468,'4 4BR+','2000-2009',48000
84,0.0332363086,1200,'3 3BR','1980-1989',0
41,0.1489655172,674,'2 2BR','1980-1989',50000
32,0.2468756343,1468,'4 4BR+','2000-2009',69000
57,0.1817840939,1091,'3 3BR','1980-1989',80000
65,0.1062226394,794,'2 2BR','1980-1989',90000
32,0.3327266467,1200,'3 3BR','2000-2009',61000
37,0.2472483221,1468,'4 4BR+','2000-2009',117000
39,0.5928211114,1200,'3 3BR','1980-1989',24000
56,0.0643111054,1528,'4 4BR+','2000-2009',24000
30,-1.0,1200,'3 3BR','2000-2009',0
37,0.9685472373,1430,'3 3BR','2000-2009',28382
73,0.22578572649999998,1891,'4 4BR+','2000-2009',60000
40,0.42054801979999995,1641,'4 4BR+','2000-2009',55000
53,0.1829294959,1584,'3 3BR','2000-2009',71500
22,0.3705815893,1075,'2 2BR','1980-1989',37200
53,0.0886262925,962,'3 3BR','1980-1989',42000
70,2.9017793594,1032,'3 3BR','2000-2009',0
30,0.21073044600000002,962,'3 3BR','2000-2009',65000
56,0.0572247974,657,'1 1BR','2000-2009',30000
56,0.0309955073,1059,'4 4BR+','1980-1989',109000
49,0.0821474868,1573,'4 4BR+','2000-2009',206010
49,0.0885156119,1573,'4 4BR+','2000-2009',354943
44,0.1384593288,949,'3 3BR','2000-2009',0
32,0.0167833823,773,'2 2BR','1980-1989',481943
41,0.3174963663,1259,'4 4BR+','2000-2009',88000
60,0.5425789818,1259,'4 4BR+','2000-2009',9000
76,0.1472324723,1115,'3 3BR','1980-1989',0
93,0.9825,1259,'4 4BR+','1990-1999',0
63,0.07240986719999999,849,'3 3BR','2000-2009',70000
57,0.2153973355,849,'3 3BR','1980-1989',75000
82,0.70125,1316,'2 2BR','1980-1989',0
68,0.11854744240000001,1639,'3 3BR','1980-1989',35000
61,0.36932537530000004,1056,'3 3BR','1980-1989',33200
52,0.1982198303,951,'3 3BR','2000-2009',26710
88,0.256,736,'2 2BR','1980-1989',0
38,0.20139151309999997,729,'2 2BR','2000-2009',45000
23,0.2967455529,730,'1 1BR','1980-1989',32000
31,0.4040899796,921,'3 3BR','2000-2009',22000
49,0.0736289869,1082,'4 4BR+','2000-2009',105000
42,0.2112846348,669,'2 2BR','1980-1989',32000
45,0.18575150070000002,1013,'3 3BR','2000-2009',53000
44,0.1684813023,1073,'4 4BR+','1980-1989',140000
74,0.2922857143,1012,'2 2BR','1990-1999',0
71,0.39417721520000004,1550,'3 3BR','2000-2009',8000
46,0.1627921449,1335,'2 2BR','2000-2009',225000
62,0.4614666459,1623,'3 3BR','2000-2009',45000
31,0.37552305,907,'3 3BR','1980-1989',28000
31,0.044278830400000004,907,'3 3BR','2000-2009',82000
64,0.041898208799999996,907,'3 3BR','1980-1989',150000
77,0.18496061649999998,1164,'3 3BR','1980-1989',0
58,0.6693975904,1282,'3 3BR','2000-2009',24000
42,0.0722553191,1282,'3 3BR','2000-2009',43000
26,0.7782745045999999,1129,'3 3BR','1980-1989',0
-9,-9.0,780,'2 2BR','1980-1989',-9
55,0.2259734414,1183,'2 2BR','1980-1989',40000
41,0.4751351351,566,'1 1BR','1980-1989',0
72,0.49323829189999996,566,'1 1BR','1980-1989',0
68,0.25907692309999997,1277,'3 3BR','2000-2009',25000
-9,-9.0,1025,'3 3BR','2000-2009',-9
-9,-9.0,767,'2 2BR','2000-2009',-9
-9,-9.0,1025,'3 3BR','2000-2009',-9
60,5.207999999999998,783,'2 2BR','1980-1989',0
82,0.395021645,1073,'3 3BR','1980-1989',0
30,0.2322754895,632,'1 1BR','1980-1989',40000
50,0.4085434989,956,'2 2BR','1980-1989',31000
70,0.1795687522,727,'2 2BR','1940-1959',0
19,0.1487858853,649,'2 2BR','1980-1989',33000
69,0.290917504,1277,'3 3BR','2000-2009',12000
43,0.17466200710000002,1435,'4 4BR+','2000-2009',170000
43,0.28510711899999996,976,'2 2BR','2000-2009',60000
26,0.4449714607,1438,'3 3BR','1980-1989',48000
43,0.41295338270000004,976,'2 2BR','1980-1989',35000
59,0.11541362599999999,1349,'4 4BR+','1980-1989',0
29,0.17766599019999998,1041,'3 3BR','1980-1989',64000
39,0.2201922566,1249,'4 4BR+','2000-2009',113000
55,0.1821747309,792,'2 2BR','2000-2009',75000
54,0.2695883447,1160,'4 4BR+','1980-1989',55000
59,0.0514329191,1082,'4 4BR+','1980-1989',95600
59,0.0829651193,1336,'4 4BR+','2000-2009',61000
29,0.033614566299999996,1336,'4 4BR+','2000-2009',60000
61,0.1531217215,1469,'4 4BR+','1980-1989',40000
68,0.3272446048,1204,'3 3BR','1980-1989',1300
53,0.10114724050000001,1116,'4 4BR+','2000-2009',341943
82,0.2482887368,997,'3 3BR','2000-2009',0
32,0.1431162799,997,'3 3BR','2000-2009',118000
62,0.028430779,535,'1 1BR','1980-1989',38000
-9,-9.0,700,'2 2BR','1980-1989',-9
50,0.5052055627,873,'3 3BR','2000-2009',13000
53,0.2368968425,1467,'4 4BR+','1980-1989',66667
28,0.17407448670000006,1060,'3 3BR','2000-2009',74934
-9,-9.0,1191,'1 1BR','2000-2009',-9
-9,-9.0,1149,'4 4BR+','1980-1989',-9
29,0.3007350889,1827,'4 4BR+','2000-2009',30000
49,0.25482441510000003,1592,'4 4BR+','2000-2009',57000
26,0.1404945759,748,'1 1BR','2000-2009',64000
35,0.2473522614,1592,'4 4BR+','2000-2009',58000
62,0.26331081079999996,1592,'4 4BR+','2000-2009',0
40,0.0268819969,1948,'4 4BR+','2000-2009',158291
33,0.2319170812,1948,'4 4BR+','2000-2009',72000
41,0.1466413917,1827,'4 4BR+','2000-2009',143000
56,0.4527777778,925,'2 2BR','1980-1989',0
63,0.090455525,1102,'3 3BR','2000-2009',99000
45,0.1754070073,1102,'3 3BR','2000-2009',80000
32,0.0992377319,1104,'2 2BR','1980-1989',238000
-9,-9.0,1104,'2 2BR','1980-1989',-9
68,0.8489218420999999,1204,'3 3BR','1980-1989',0
34,0.126974492,1129,'4 4BR+','1990-1999',145000
58,2.6573493976,897,'1 1BR','1980-1989',2000
33,0.1940391275,1430,'3 3BR','2000-2009',101400
-9,-9.0,1104,'2 2BR','2000-2009',-9
47,0.2592927002,1697,'4 4BR+','2000-2009',145000
59,0.240625,1627,'3 3BR','2000-2009',91470
25,0.17950000859999998,1104,'2 2BR','1980-1989',58000
35,0.5034186051,1710,'4 4BR+','2000-2009',53000
49,0.16710801390000002,768,'1 1BR','2000-2009',86000
45,0.3294811383,1430,'3 3BR','2000-2009',76000
76,0.3146030709,791,'2 2BR','1980-1989',0
30,0.2347600779,773,'2 2BR','2000-2009',49800
49,0.1132896851,1877,'3 3BR','2000-2009',115000
81,0.2506864564,1410,'2 2BR','1990-1999',0
31,0.3353454058,1877,'3 3BR','2000-2009',85000
81,0.1836165356,1135,'1 1BR','1980-1989',71000
44,0.1590516697,934,'3 3BR','1990-1999',95000
41,0.3036603221,1056,'3 3BR','1980-1989',31993
52,0.2151040182,1153,'3 3BR','2000-2009',20223
38,0.1112623086,1328,'4 4BR+','1980-1989',260000
85,0.3179695431,1955,'3 3BR','1980-1989',0
54,0.2264579447,951,'3 3BR','1980-1989',37000
61,0.2939086294,615,'1 1BR','1980-1989',25000
56,0.3156709885,643,'1 1BR','1980-1989',24000
35,0.324183234,643,'1 1BR','1980-1989',23000
45,0.2865,1209,'4 4BR+','2000-2009',60000
66,0.1399250936,517,'1 1BR','1980-1989',350
25,0.1666264187,664,'2 2BR','1980-1989',58000
41,0.2362079619,830,'2 2BR','1980-1989',34000
56,0.1320696043,883,'3 3BR','1990-1999',74000
60,0.1501988146,991,'4 4BR+','2000-2009',80000
28,0.1704443155,883,'3 3BR','2000-2009',100000
56,0.089281952,1185,'3 3BR','1980-1989',341943
71,0.4385237742,706,'1 1BR','2000-2009',0
65,0.2496332242000001,893,'2 2BR','1980-1989',15800
49,0.3820743821,949,'3 3BR','1980-1989',26000
63,0.2718181818,1032,'3 3BR','1980-1989',0
38,0.5777505977,907,'3 3BR','1980-1989',36000
-9,-9.0,542,'1 1BR','1980-1989',-9
49,0.2346131059,1343,'3 3BR','2000-2009',103000
60,0.167613474,1251,'3 3BR','1980-1989',175000
55,0.1934035446,1573,'4 4BR+','2000-2009',158400
-9,-9.0,1191,'1 1BR','1980-1989',-9
44,0.1222642903,1467,'4 4BR+','1980-1989',130000
26,0.1898035957,1057,'2 2BR','2000-2009',130000
-9,-9.0,844,'1 1BR','2000-2009',-9
43,0.4181718117,1530,'3 3BR','2000-2009',40000
33,0.1931720707,1760,'4 4BR+','2000-2009',35000
64,0.6594613141,1989,'4 4BR+','2000-2009',35000
31,0.29963290010000004,1530,'3 3BR','2000-2009',60500
57,0.1897928974,1530,'3 3BR','2000-2009',75000
50,0.19959459899999998,1760,'4 4BR+','2000-2009',121000
-9,-9.0,1064,'2 2BR','1980-1989',-9
80,0.2159399457,843,'3 3BR','1980-1989',0
66,0.6115789474000001,566,'1 1BR','1980-1989',0
-9,-9.0,1094,'4 4BR+','2000-2009',-9
31,0.1340596576,683,'2 2BR','2000-2009',159000
39,0.1706187391,907,'3 3BR','2000-2009',56000
93,0.2852830189,907,'3 3BR','2000-2009',0
-9,-9.0,907,'3 3BR','2000-2009',-9
69,0.1924363636,683,'2 2BR','2000-2009',20000
72,2.8524020837,907,'3 3BR','2000-2009',0
46,0.1805727706,1251,'3 3BR','1980-1989',46000
35,0.40714669670000003,1497,'4 4BR+','2000-2009',77200
41,0.2321925449,1497,'4 4BR+','2000-2009',156000
39,0.23561227699999998,1302,'3 3BR','2000-2009',54000
61,0.45839181869999995,1377,'4 4BR+','1980-1989',20000
-9,-9.0,988,'3 3BR','1980-1989',-9
87,0.219047619,1039,'3 3BR','1980-1989',0
56,0.1512065618,1214,'4 4BR+','2000-2009',94000
53,0.1408849335,1136,'4 4BR+','2000-2009',169200
-9,-9.0,1573,'4 4BR+','1980-1989',-9
51,0.1649619216,1032,'3 3BR','1980-1989',50000
33,0.2121021232,602,'1 1BR','1980-1989',27000
59,0.1610793533,988,'3 3BR','1980-1989',90000
41,0.4105894975,1058,'3 3BR','2000-2009',32000
27,0.2277897969,729,'1 1BR','2000-2009',43000
29,0.5607142857,729,'1 1BR','1980-1989',0
46,0.1206727774,1187,'4 4BR+','2000-2009',45000
70,0.030092128500000002,773,'2 2BR','2000-2009',0
29,0.0904936552,729,'1 1BR','1980-1989',102000
-9,-9.0,1285,'4 4BR+','2000-2009',-9
42,0.2018585305,1058,'3 3BR','2000-2009',38000
47,0.1199394737,1285,'4 4BR+','2000-2009',165000
-9,-9.0,1058,'3 3BR','1980-1989',-9
27,0.5644316242,864,'2 2BR','1980-1989',17000
65,0.1577351672,1843,'3 3BR','1980-1989',149400
40,0.4896365275,934,'3 3BR','2000-2009',20000
49,0.2874251497,934,'3 3BR','2000-2009',64000
35,0.0201213484,669,'2 2BR','2000-2009',103200
62,0.1296888889,1077,'3 3BR','1980-1989',87000
33,0.2578811043,1473,'4 4BR+','2000-2009',95000
74,0.1571770335,975,'2 2BR','2000-2009',0
58,0.0650162866,1058,'3 3BR','2000-2009',87000
37,0.2298597635,1249,'4 4BR+','2000-2009',100000
26,0.34432832280000003,976,'2 2BR','2000-2009',38000
32,0.6201964337,976,'2 2BR','2000-2009',21000
81,0.5637096774,976,'2 2BR','2000-2009',0
62,0.0803304985,976,'2 2BR','2000-2009',0
36,0.2260867391,1282,'3 3BR','2000-2009',80000
44,0.3558224048,765,'1 1BR','1980-1989',19000
72,0.1291982727,1290,'3 3BR','2000-2009',80000
65,0.2177415929,945,'2 2BR','2000-2009',40000
65,0.8341480862999999,1436,'4 4BR+','1980-1989',0
21,0.1191483985,769,'1 1BR','2000-2009',95000
23,0.42182121619999996,765,'1 1BR','1980-1989',19200
46,-1.0,1282,'3 3BR','2000-2009',0
43,0.1514831883,1474,'4 4BR+','2000-2009',177000
63,0.21459425210000002,1282,'3 3BR','2000-2009',44000
52,0.6589090909,888,'3 3BR','2000-2009',10000
42,0.079572907,1528,'4 4BR+','2000-2009',49000
-9,-9.0,730,'1 1BR','1980-1989',-9
50,0.1882815887,1528,'4 4BR+','2000-2009',120000
63,0.5568,915,'2 2BR','1980-1989',0
54,0.0586223742,730,'1 1BR','2000-2009',341943
65,0.143723355,1208,'3 3BR','1990-1999',43000
49,0.220315443,867,'3 3BR','2000-2009',52600
88,0.1825352113,907,'3 3BR','1980-1989',0
58,0.1099932931,2245,'4 4BR+','1980-1989',170000
42,0.09932518650000001,572,'1 1BR','1980-1989',87000
33,0.1716743922,907,'3 3BR','1990-1999',60000
56,0.0597072051,1243,'3 3BR','2000-2009',115000
42,0.2868494973,1436,'4 4BR+','2000-2009',107000
58,0.484771493,966,'2 2BR','2000-2009',30000
35,0.3620271674,966,'2 2BR','2000-2009',26000
34,0.2202762066,1436,'4 4BR+','2000-2009',91000
39,0.18046208579999998,969,'3 3BR','2000-2009',140000
37,0.9747747165999999,1445,'4 4BR+','2000-2009',30500
52,0.1141385209,1436,'4 4BR+','1980-1989',390443
44,0.0951358348,1528,'4 4BR+','2000-2009',0
58,0.2751939646,812,'3 3BR','1980-1989',52500
37,0.08651162789999997,956,'2 2BR','2000-2009',0
19,0.1483303456,652,'2 2BR','2000-2009',48000
69,0.3511203511,652,'2 2BR','2000-2009',0
38,0.3466908086,1282,'3 3BR','2000-2009',63000
80,0.5074569972,991,'4 4BR+','2000-2009',42000
37,0.3024203446,1214,'4 4BR+','2000-2009',40300
-9,-9.0,792,'2 2BR','2000-2009',-9
68,0.05800825480000001,949,'3 3BR','2000-2009',0
61,0.5105506947999999,949,'3 3BR','2000-2009',35000
80,0.4326213592,751,'2 2BR','2000-2009',0
45,0.2972366923,576,'1 1BR','1990-1999',29000
54,0.028336653700000002,755,'1 1BR','1980-1989',0
54,0.378763678,1058,'3 3BR','1980-1989',7000
-9,-9.0,1173,'3 3BR','1980-1989',-9
32,0.6063136796,1054,'1 1BR','1980-1989',12000
43,0.28084538870000003,1435,'4 4BR+','2000-2009',108000
28,0.1483250658,956,'2 2BR','1980-1989',98000
40,0.1751123873,1073,'3 3BR','1980-1989',85000
47,0.115774284,1002,'3 3BR','2000-2009',130000
65,0.24645568510000002,1195,'4 4BR+','2000-2009',180000
62,0.4130929204,1234,'4 4BR+','1980-1989',55000
-9,-9.0,1955,'3 3BR','1980-1989',-9
21,0.1859364072,518,'1 1BR','2000-2009',37200
27,0.1620972812,1037,'3 3BR','2000-2009',105000
40,0.1391723651,1232,'4 4BR+','2000-2009',384943
75,0.5793975903999999,1037,'3 3BR','1990-1999',0
47,0.2317180617,753,'2 2BR','1990-1999',68000
78,0.336,552,'1 1BR','1980-1989',0
60,0.0402791512,1151,'4 4BR+','1980-1989',341943
43,0.2835485807,935,'2 2BR','1980-1989',45000
-9,-9.0,757,'1 1BR','1980-1989',-9
20,0.1665066435,804,'2 2BR','1980-1989',64600
43,0.7029398859,2101,'4 4BR+','2000-2009',0
27,0.2417658968,1424,'4 4BR+','2000-2009',91900
50,0.0288166496,804,'2 2BR','2000-2009',45000
31,0.2569336055,804,'2 2BR','1980-1989',2273
31,0.149750416,1210,'2 2BR','1980-1989',44500
48,0.35034544240000004,1210,'2 2BR','1980-1989',18000
-9,-9.0,574,'1 1BR','1980-1989',-9
19,0.3693120423,666,'2 2BR','1980-1989',25000
71,0.6335483871,1390,'2 2BR','2000-2009',0
58,0.751412203,1410,'2 2BR','1980-1989',25000
57,0.2076028321,964,'2 2BR','1980-1989',47000
50,0.10404783050000001,2367,'4 4BR+','2000-2009',104000
79,0.8435818601,1583,'2 2BR','2000-2009',0
55,0.5410449129,2675,'4 4BR+','2000-2009',103000
31,0.1435697709,664,'2 2BR','2000-2009',75000
56,0.2852312114,883,'3 3BR','2000-2009',71000
64,17.82278481,1105,'3 3BR','2000-2009',0
25,0.19467772519999998,1278,'4 4BR+','2000-2009',96000
26,0.31028651949999997,701,'1 1BR','2000-2009',42500
33,-1.0,1183,'3 3BR','2000-2009',0
36,0.3071388102,1002,'3 3BR','2000-2009',0
59,0.1160431017,1721,'3 3BR','2000-2009',105000
30,0.1695673523,743,'2 2BR','1980-1989',23000
48,0.2955974843,1191,'0 Studio','2000-2009',0
34,0.2240702241,1474,'2 2BR','2000-2009',26000
50,0.69875,1577,'3 3BR','1980-1989',0
37,0.6674361564,1760,'4 4BR+','2000-2009',27750
58,0.12308105859999999,1116,'2 2BR','1980-1989',208000
48,0.3182195955,1760,'4 4BR+','2000-2009',45000
72,0.8775935971,1948,'4 4BR+','2000-2009',4800
33,0.513104482,1827,'4 4BR+','2000-2009',48000
81,1.1974858384,1827,'4 4BR+','2000-2009',0
45,0.4502003859000001,1827,'4 4BR+','2000-2009',27000
48,0.1497530275,784,'1 1BR','1980-1989',65000
52,0.3224516129,1430,'3 3BR','1990-1999',2000
39,0.2096670097,1876,'3 3BR','1980-1989',170000
-9,-9.0,868,'2 2BR','1990-1999',-9
23,0.8358333333,870,'2 2BR','1980-1989',0
67,0.5751937984000001,693,'1 1BR','1980-1989',0
71,0.0700875657,1102,'3 3BR','2000-2009',7200
65,0.1643532736,1262,'4 4BR+','1980-1989',90000
47,0.093792051,1987,'4 4BR+','2000-2009',194000
30,0.1907119814,1987,'4 4BR+','2000-2009',80000
51,0.2327100855,683,'2 2BR','2000-2009',0
80,1.7872340426,907,'3 3BR','1980-1989',0
63,0.26544,907,'3 3BR','1990-1999',0
74,0.12357801460000001,1059,'4 4BR+','1980-1989',26000
51,0.1757142857,828,'2 2BR','1980-1989',70000
54,0.4724066088,1056,'3 3BR','2000-2009',0
71,0.3310588235,1257,'4 4BR+','2000-2009',0
51,0.7262776944,1257,'4 4BR+','2000-2009',34000
41,0.154000025,1058,'3 3BR','2000-2009',160000
35,0.471370225,1058,'3 3BR','2000-2009',25000
76,0.3782458598,1597,'3 3BR','1980-1989',22000
77,0.3566666667,1183,'2 2BR','1980-1989',0
26,0.4841207142,947,'1 1BR','1990-1999',19000
60,0.18376777960000001,888,'3 3BR','1980-1989',100000
30,0.3239105419,956,'2 2BR','2000-2009',40000
29,0.2241156118,1282,'3 3BR','2000-2009',85000
67,0.18353309920000002,726,'2 2BR','2000-2009',6879
54,0.2528665866,729,'2 2BR','1980-1989',45000
37,0.0938824335,1193,'4 4BR+','2000-2009',341943
27,0.2495387556,956,'2 2BR','After 2010',90000
40,1.0871628372,1474,'4 4BR+','2000-2009',0
41,0.8282118556999999,1282,'3 3BR','2000-2009',45000
25,0.2606514141,956,'2 2BR','2000-2009',44800
50,0.5875638329999999,1282,'3 3BR','2000-2009',0
44,0.137079017,1328,'4 4BR+','1980-1989',55000
-9,-9.0,737,'2 2BR','1980-1989',-9
70,4.1889117043,1032,'3 3BR','1980-1989',0
37,0.5145256811,1895,'3 3BR','2000-2009',46500
49,0.7344847587000001,1895,'3 3BR','2000-2009',52000
-9,-9.0,1474,'2 2BR','2000-2009',-9
84,0.2967678746,1243,'1 1BR','1980-1989',0
46,0.2149589018,2124,'4 4BR+','2000-2009',93000
54,0.2014015254,1105,'3 3BR','2000-2009',155000
46,0.390795874,878,'3 3BR','1990-1999',58000
33,0.1712467613,782,'2 2BR','1980-1989',74515
29,0.2409802587,601,'1 1BR','2000-2009',47000
53,0.28715554260000004,782,'2 2BR','1980-1989',11000
62,0.1701691929,1806,'3 3BR','1990-1999',168000
32,0.21439976510000008,964,'2 2BR','2000-2009',109000
76,0.552,1185,'3 3BR','1980-1989',0
47,0.4658040665,1082,'4 4BR+','2000-2009',0
-9,-9.0,1020,'3 3BR','2000-2009',-9
46,0.1566821112,1073,'4 4BR+','2000-2009',110000
49,0.09463735919999999,973,'3 3BR','2000-2009',125000
42,0.14677088060000001,1020,'3 3BR','2000-2009',75000
61,0.1931013931,1398,'4 4BR+','1980-1989',94000
43,0.08789714130000001,1573,'4 4BR+','2000-2009',250000
80,0.1143899658,1343,'3 3BR','2000-2009',0
33,0.2774480467,1573,'4 4BR+','2000-2009',121000
77,0.4128321197,973,'3 3BR','1980-1989',1800
25,1.3248705529,669,'2 2BR','1980-1989',6000
