,AGE1,BURDEN,FMR,FMTBEDRMS,FMTBUILT,TOTSAL
157,37,0.6604800000000001,1272,'3 3BR','2000-2009',20444
158,75,0.7511627906999999,761,'0 Studio','1980-1989',0
159,25,0.4098,791,'3 3BR','1980-1989',20000
160,25,0.3137560976,791,'3 3BR','2000-2009',41000
161,61,0.0511,791,'3 3BR','1980-1989',0
162,71,0.126710593,900,'3 3BR','1980-1989',0
163,37,0.24,1042,'3 3BR','2000-2009',66000
164,-9,-9.0,1042,'3 3BR','2000-2009',-9
165,-9,-9.0,1042,'3 3BR','2000-2009',-9
166,48,0.16382608699999998,1086,'3 3BR','2000-2009',23000
167,22,0.3005769231,1086,'3 3BR','1980-1989',41000
168,26,0.37513043479999997,746,'2 2BR','1980-1989',23000
169,49,0.18042105260000002,1057,'2 2BR','1980-1989',57000
170,28,0.2605714286,506,'1 1BR','1980-1989',28000
171,66,0.2268627209,506,'1 1BR','1980-1989',13312
172,27,0.28285714289999997,815,'3 3BR','2000-2009',105000
173,26,0.3940028133,804,'2 2BR','1980-1989',29000
174,46,0.2479207018,714,'2 2BR','1980-1989',52662
175,76,0.6506713625,966,'3 3BR','1980-1989',0
176,24,0.31935483870000003,622,'1 1BR','1980-1989',31000
177,-9,-9.0,858,'2 2BR','1980-1989',-9
178,30,0.1829142857,858,'2 2BR','1980-1989',70000
179,63,0.063323033,608,'2 2BR','1940-1959',21000
180,17,1.7449856734,615,'2 2BR','1980-1989',1300
181,33,0.0361698585,1126,'3 3BR','2000-2009',120000
182,63,0.5087881591,1097,'3 3BR','2000-2009',11000
183,38,0.12672435869999998,833,'2 2BR','2000-2009',0
184,40,0.38509589479999995,1204,'3 3BR','1980-1989',40000
185,36,0.27736825600000004,833,'2 2BR','1980-1989',51000
186,53,0.20207999999999998,900,'3 3BR','1980-1989',200000
187,27,0.2616842105,822,'3 3BR','1980-1989',57000
188,49,0.33830136990000004,961,'4 4BR+','2000-2009',61000
189,48,0.22470948010000003,789,'4 4BR+','1980-1989',98000
190,53,0.0355347141,923,'4 4BR+','1980-1989',112000
191,37,0.2839191564,1252,'4 4BR+','2000-2009',90000
192,55,0.61825,1097,'3 3BR','1980-1989',0
193,47,0.5001259843,870,'3 3BR','2000-2009',127000
194,76,0.0596924932,870,'3 3BR','2000-2009',0
195,56,0.5483211679,525,'1 1BR','1980-1989',9500
196,43,0.1501090909,647,'2 2BR','1960-1979',55000
197,47,0.2946,1251,'4 4BR+','1980-1989',140000
198,61,0.1944410346,2171,'4 4BR+','1980-1989',0
199,-9,-9.0,860,'3 3BR','2000-2009',-9
200,39,0.043479069800000006,824,'4 4BR+','1990-1999',105000
201,-9,-9.0,955,'3 3BR','1980-1989',-9
202,23,0.15225806449999998,1517,'4 4BR+','2000-2009',74400
203,48,0.211047619,1310,'4 4BR+','2000-2009',126000
204,49,0.3336338028,1578,'4 4BR+','2000-2009',161000
205,37,0.6471428571,1359,'4 4BR+','2000-2009',28000
206,-9,-9.0,648,'1 1BR','2000-2009',-9
207,39,0.2787692308,1139,'3 3BR','2000-2009',50000
208,56,0.3321722074,1359,'4 4BR+','2000-2009',0
209,34,0.19466666670000002,1612,'4 4BR+','2000-2009',90000
210,28,0.2495510204,1612,'4 4BR+','2000-2009',49000
211,35,0.40294736840000006,1517,'4 4BR+','2000-2009',95000
212,43,0.2712,782,'2 2BR','1980-1989',17732
213,57,0.13377224199999999,930,'3 3BR','2000-2009',110000
214,28,0.26405867969999997,854,'2 2BR','1980-1989',37800
215,35,0.22624272280000002,1097,'3 3BR','2000-2009',110000
216,62,0.1494939759,858,'2 2BR','1980-1989',1000
217,61,0.22817910449999998,929,'4 4BR+','1990-1999',42000
218,56,0.3116546763,1157,'3 3BR','2000-2009',55000
219,52,2.703125,710,'1 1BR','1980-1989',3840
220,33,0.22242105260000003,1157,'3 3BR','2000-2009',114000
221,-9,-9.0,854,'2 2BR','2000-2009',-9
222,41,0.44145,1367,'4 4BR+','2000-2009',80000
223,53,0.2083633809,1207,'3 3BR','2000-2009',101000
224,21,0.8374285714,1362,'4 4BR+','2000-2009',42000
225,71,0.7449707981999999,649,'2 2BR','1980-1989',0
226,62,0.8415730337,1031,'3 3BR','1980-1989',0
227,58,0.3355073351,1525,'3 3BR','2000-2009',5100
228,75,0.1201967213,1170,'2 2BR','1990-1999',82000
229,-9,-9.0,958,'1 1BR','1980-1989',-9
230,38,0.1400727273,806,'3 3BR','1990-1999',50000
231,-9,-9.0,925,'3 3BR','1980-1989',-9
232,31,0.40412903229999997,1037,'4 4BR+','1980-1989',124000
233,80,0.5014925373,1525,'3 3BR','1980-1989',0
234,53,0.1023,818,'3 3BR','1980-1989',80000
235,50,0.34848,539,'1 1BR','1980-1989',20408
236,30,0.1865,539,'1 1BR','1980-1989',48000
237,39,0.3281666667,956,'4 4BR+','2000-2009',72000
238,60,0.1616355983,443,'1 1BR','1980-1989',0
239,24,0.1101257143,542,'2 2BR','1980-1989',75500
240,24,0.5221411413,670,'2 2BR','1980-1989',19999
241,55,0.1264972376,788,'4 4BR+','2000-2009',90500
242,49,0.1829608128,1069,'4 4BR+','1980-1989',20800
243,65,5.0415606446,515,'0 Studio','2000-2009',0
244,-9,-9.0,1048,'3 3BR','1980-1989',-9
245,59,0.3280507132,763,'2 2BR','1980-1989',15000
246,43,0.1563272727,757,'3 3BR','1980-1989',110000
247,57,0.16655999999999999,865,'3 3BR','1980-1989',23000
248,32,0.27936,791,'3 3BR','1980-1989',25000
249,50,0.18362790699999998,528,'1 1BR','1980-1989',43000
250,32,0.1483354839,1077,'3 3BR','2000-2009',155000
251,44,0.2670857143,1043,'3 3BR','1980-1989',70000
252,49,0.4104,1283,'4 4BR+','2000-2009',127413
253,82,0.2632794457,1134,'1 1BR','1980-1989',14000
254,38,0.66,1199,'4 4BR+','1980-1989',0
255,50,0.16006956519999999,896,'2 2BR','2000-2009',115000
256,81,0.1924869756,756,'1 1BR','2000-2009',0
257,57,0.290516129,1278,'3 3BR','2000-2009',60000
258,25,0.1271123122,1470,'4 4BR+','2000-2009',162615
259,30,0.1069411765,1278,'3 3BR','2000-2009',32000
260,35,0.2097,1278,'3 3BR','2000-2009',50000
261,26,0.3968,963,'2 2BR','1980-1989',30000
262,48,0.3794526316,1278,'3 3BR','2000-2009',92000
263,27,0.1626461538,754,'1 1BR','1980-1989',65000
264,56,0.1681903237,506,'1 1BR','1980-1989',0
265,23,0.3973333333,506,'1 1BR','1980-1989',18000
266,53,0.5276768262,941,'4 4BR+','2000-2009',136000
267,-9,-9.0,615,'2 2BR','2000-2009',-9
268,-9,-9.0,615,'2 2BR','2000-2009',-9
269,62,0.25941015510000004,791,'3 3BR','2000-2009',56400
270,41,0.2677546086,1043,'3 3BR','1980-1989',39000
271,29,0.3387272727,1386,'4 4BR+','2000-2009',66000
272,45,0.1968683274,1408,'4 4BR+','2000-2009',56200
273,35,0.36776470590000004,1386,'4 4BR+','2000-2009',102000
274,23,0.2704,1205,'3 3BR','2000-2009',0
275,54,0.254,1138,'4 4BR+','1960-1979',54000
276,55,0.11135632179999999,807,'3 3BR','1980-1989',126000
277,43,0.1600615385,961,'4 4BR+','2000-2009',130000
278,86,0.20505617980000002,829,'3 3BR','1980-1989',0
279,52,0.2466889632,951,'4 4BR+','2000-2009',77000
280,64,0.1813110181,1077,'3 3BR','1980-1989',30000
281,45,0.24575,865,'3 3BR','1980-1989',48000
282,22,0.2753333333,531,'1 1BR','1980-1989',18000
283,53,0.10216420529999999,807,'3 3BR','1980-1989',134101
284,-9,-9.0,742,'1 1BR','2000-2009',-9
285,21,0.4223684211,742,'1 1BR','1980-1989',18240
286,64,0.2640471513,677,'2 2BR','2000-2009',0
287,28,0.2082,742,'1 1BR','1980-1989',40000
288,36,0.5923529411999999,882,'3 3BR','1980-1989',20400
289,30,0.1183255814,827,'2 2BR','1980-1989',60000
290,59,0.1852156603,1578,'3 3BR','1980-1989',150000
291,29,0.3504,1029,'4 4BR+','2000-2009',95000
292,-9,-9.0,610,'2 2BR','2000-2009',-9
293,43,0.1355,806,'3 3BR','2000-2009',32000
294,53,0.12142458099999999,847,'3 3BR','1980-1989',109000
295,-9,-9.0,1204,'4 4BR+','2000-2009',-9
296,52,0.056940509900000005,882,'3 3BR','2000-2009',64000
297,53,0.2570601014,833,'2 2BR','2000-2009',19000
298,29,0.13,833,'2 2BR','2000-2009',9600
299,26,0.7190000000000001,1204,'3 3BR','2000-2009',12000
300,-9,-9.0,1042,'3 3BR','2000-2009',-9
301,30,0.0844,633,'1 1BR','1960-1979',0
302,67,0.035321153,1024,'3 3BR','2000-2009',563968
303,-9,-9.0,1024,'3 3BR','2000-2009',-9
304,59,0.17848275859999999,1097,'4 4BR+','1980-1989',87000
305,40,0.4314285714,1042,'3 3BR','2000-2009',42000
306,47,0.0377802654,740,'2 2BR','2000-2009',485968
307,26,1.3995271868,1024,'3 3BR','1980-1989',13128
308,30,0.2833128834,1169,'4 4BR+','2000-2009',97500
309,57,5.452000000000001,1042,'3 3BR','2000-2009',0
310,43,0.1564556962,738,'3 3BR','2000-2009',79000
311,36,0.8584844858,1169,'4 4BR+','2000-2009',0
312,-9,-9.0,676,'1 1BR','1980-1989',-9
313,-9,-9.0,817,'2 2BR','1980-1989',-9
314,59,0.10120754720000001,968,'3 3BR','1990-1999',36000
315,83,0.2364356436,791,'3 3BR','1980-1989',0
316,52,0.3915,1625,'4 4BR+','1980-1989',120000
317,20,0.396,492,'1 1BR','1980-1989',16000
318,40,0.1451329787,880,'4 4BR+','1990-1999',150000
319,51,0.1363186368,1147,'3 3BR','2000-2009',99943
320,36,0.1450348432,935,'2 2BR','2000-2009',220000
321,30,0.5018823528999999,935,'2 2BR','2000-2009',34000
322,29,0.29072,935,'2 2BR','2000-2009',75000
323,33,0.2233714286,1291,'4 4BR+','2000-2009',140000
324,33,0.0632727273,823,'3 3BR','2000-2009',143000
325,38,1.0376,1294,'4 4BR+','2000-2009',28500
326,45,0.1136385542,1291,'4 4BR+','1980-1989',207500
327,17,0.43311411990000004,1294,'4 4BR+','2000-2009',13571
328,38,0.3564705882,1169,'4 4BR+','2000-2009',27200
329,52,0.09980487800000001,761,'3 3BR','1980-1989',82000
330,34,0.24375,797,'2 2BR','2000-2009',16000
331,60,0.2676,635,'2 2BR','2000-2009',0
332,-9,-9.0,635,'2 2BR','2000-2009',-9
333,-9,-9.0,1042,'3 3BR','2000-2009',-9
334,-9,-9.0,951,'4 4BR+','2000-2009',-9
335,57,0.2419270073,761,'2 2BR','1980-1989',68000
336,62,0.0984,757,'3 3BR','2000-2009',0
337,49,0.2946857143,757,'3 3BR','1980-1989',0
338,80,0.1530011769,606,'2 2BR','2000-2009',0
339,23,0.050152228099999994,670,'1 1BR','1980-1989',144000
340,31,0.18986666670000002,882,'3 3BR','2000-2009',45000
341,48,0.2686363636,882,'3 3BR','1980-1989',38000
342,-9,-9.0,1256,'3 3BR','1980-1989',-9
343,21,0.4664285714,993,'1 1BR','1980-1989',16800
344,36,0.34339393939999996,1262,'4 4BR+','2000-2009',99000
345,38,0.6605769231,858,'2 2BR','1980-1989',16000
346,34,0.1278652101,858,'2 2BR','1980-1989',108000
347,33,0.2220923077,966,'3 3BR','1980-1989',65000
348,50,0.6825249169,830,'3 3BR','2000-2009',3800
349,40,0.31216666670000004,1111,'4 4BR+','1980-1989',72000
350,27,0.368,485,'1 1BR','2000-2009',18000
351,47,0.1904144144,896,'4 4BR+','1980-1989',156500
352,34,0.14301705720000002,1011,'4 4BR+','2000-2009',510948
353,17,0.4469461078,671,'2 2BR','1990-1999',25050
354,41,0.2864,671,'2 2BR','1990-1999',60000
355,54,0.026289305099999997,878,'4 4BR+','1980-1989',488868
356,62,0.3143478261,840,'2 2BR','1980-1989',12000
357,38,0.4530612245,978,'3 3BR','1980-1989',24500
358,79,0.0938264285,672,'2 2BR','2000-2009',0
359,37,0.3548638132,646,'2 2BR','1980-1989',25700
360,39,0.1907294118,1119,'4 4BR+','1980-1989',85000
361,25,1.0092735703,1064,'2 2BR','1980-1989',0
362,42,0.5633333333,1064,'2 2BR','1980-1989',0
363,31,0.5094,583,'2 2BR','1980-1989',20000
364,53,0.10282464449999999,1170,'2 2BR','1980-1989',105500
365,65,4.48,1367,'4 4BR+','1980-1989',0
366,50,0.2301677419,1356,'2 2BR','2000-2009',150000
367,87,0.4692857143,1149,'1 1BR','1980-1989',0
368,21,0.24583380440000002,542,'2 2BR','2000-2009',44225
369,50,0.0852352941,710,'3 3BR','2000-2009',62000
370,-9,-9.0,910,'3 3BR','2000-2009',-9
371,53,0.201960202,979,'4 4BR+','2000-2009',101000
372,23,0.9183529412,658,'1 1BR','2000-2009',17000
373,31,0.4028,1059,'3 3BR','2000-2009',30000
374,34,0.13072340429999998,910,'3 3BR','2000-2009',94000
375,32,0.7252,979,'4 4BR+','2000-2009',30000
376,-9,-9.0,1283,'4 4BR+','2000-2009',-9
377,49,0.0482073164,961,'3 3BR','2000-2009',88000
378,49,0.2898333333,830,'3 3BR','2000-2009',72000
379,20,0.1941,870,'3 3BR','1980-1989',40000
380,27,0.1465714286,584,'2 2BR','1980-1989',56000
381,80,0.174159292,1069,'1 1BR','2000-2009',0
382,43,0.28053333329999997,1383,'3 3BR','1980-1989',90000
383,32,0.46125,1470,'4 4BR+','2000-2009',80000
384,-9,-9.0,896,'2 2BR','2000-2009',-9
385,30,0.7655,1470,'4 4BR+','2000-2009',48000
386,71,0.40194647200000005,974,'2 2BR','1980-1989',16500
387,43,0.25692,1612,'4 4BR+','2000-2009',25000
388,35,0.2958415842,1470,'4 4BR+','2000-2009',100000
389,57,0.2618769231,1517,'4 4BR+','1980-1989',130000
390,74,0.48162162159999994,1517,'4 4BR+','2000-2009',0
391,39,0.3077862595,1517,'4 4BR+','2000-2009',130000
392,22,0.2268,671,'1 1BR','1980-1989',50000
393,37,0.2277818182,1157,'3 3BR','1990-1999',55000
394,57,0.1574117647,1477,'3 3BR','1980-1989',85000
395,-9,-9.0,900,'3 3BR','1990-1999',-9
396,37,0.3293617021,715,'2 2BR','1980-1989',0
397,47,0.4644705882,579,'1 1BR','1980-1989',17000
398,65,0.147519685,930,'3 3BR','2000-2009',50000
399,59,0.130944,1075,'4 4BR+','1980-1989',125000
400,39,0.2481882353,1491,'3 3BR','2000-2009',85000
401,23,7.1,615,'2 2BR','2000-2009',1200
402,74,0.3908171206,791,'3 3BR','1980-1989',0
403,57,0.342,791,'3 3BR','1990-1999',20000
404,68,0.10391752580000001,985,'4 4BR+','1980-1989',27500
405,83,0.2060689655,708,'2 2BR','1980-1989',0
406,48,0.6798994975,925,'3 3BR','2000-2009',0
407,66,0.31704006690000003,1090,'4 4BR+','2000-2009',0
408,40,0.0777931034,1090,'4 4BR+','1980-1989',127000
409,17,0.8387234043,1090,'4 4BR+','2000-2009',37400
410,55,0.051765584,1090,'4 4BR+','1980-1989',81000
411,35,0.22521428570000002,882,'3 3BR','2000-2009',62000
412,-9,-9.0,882,'3 3BR','2000-2009',-9
413,-9,-9.0,961,'4 4BR+','2000-2009',-9
414,70,0.3268148148,1495,'3 3BR','1980-1989',0
415,35,0.11712,895,'1 1BR','1990-1999',50000
416,51,0.3292394366,738,'3 3BR','1980-1989',35500
417,-9,-9.0,797,'2 2BR','2000-2009',-9
418,31,0.18404558399999998,1042,'3 3BR','2000-2009',105000
419,40,0.2151428571,630,'2 2BR','2000-2009',70000
420,48,0.2896271186,658,'2 2BR','1980-1989',65000
421,31,0.177437604,992,'4 4BR+','2000-2009',180000
422,38,0.35396474780000003,1042,'3 3BR','2000-2009',58809
423,-9,-9.0,1169,'4 4BR+','2000-2009',-9
424,27,0.6249600000000001,797,'2 2BR','2000-2009',25000
425,33,0.2809937888,1042,'3 3BR','2000-2009',36000
426,33,0.3502375297,1036,'4 4BR+','1980-1989',25000
427,27,0.1596,616,'2 2BR','1980-1989',60000
428,64,0.33692307689999995,865,'3 3BR','1980-1989',27000
429,31,0.29616,1462,'3 3BR','2000-2009',75000
430,43,0.5669647059,1462,'3 3BR','2000-2009',76000
431,-9,-9.0,1462,'3 3BR','2000-2009',-9
432,78,0.28375,1069,'1 1BR','1980-1989',0
433,-9,-9.0,910,'3 3BR','2000-2009',-9
434,40,0.0982285714,724,'3 3BR','1990-1999',200000
435,23,0.26074074070000003,533,'1 1BR','2000-2009',40000
436,46,0.6687815767999999,883,'4 4BR+','1990-1999',25533
437,29,0.14262857140000001,674,'2 2BR','1980-1989',102000
438,37,0.12067620289999999,804,'2 2BR','2000-2009',60000
439,69,0.1513333333,970,'3 3BR','1980-1989',21000
440,43,0.5378479197,923,'4 4BR+','2000-2009',29500
441,53,0.1666542056,897,'3 3BR','2000-2009',107000
442,40,0.2044,883,'4 4BR+','2000-2009',90000
443,33,0.2295737705,1082,'3 3BR','1980-1989',122000
444,55,0.1167887324,1082,'3 3BR','1980-1989',71000
445,50,0.39390476189999996,977,'4 4BR+','2000-2009',54000
446,37,0.1267882397,1283,'4 4BR+','2000-2009',263000
447,58,0.2367402377,827,'2 2BR','2000-2009',58900
448,71,0.514137931,844,'3 3BR','1980-1989',0
449,28,0.2364444444,610,'2 2BR','1980-1989',27000
450,39,0.18521739129999998,700,'2 2BR','1990-1999',46000
451,36,0.3178348624,1271,'4 4BR+','2000-2009',20000
452,41,0.1338,1105,'3 3BR','1980-1989',140000
453,-9,-9.0,1314,'4 4BR+','2000-2009',-9
454,53,0.18341374600000002,1314,'4 4BR+','1980-1989',108600
455,-9,-9.0,592,'2 2BR','1980-1989',-9
456,24,0.3747368421,592,'2 2BR','1980-1989',10000
457,30,0.4349538462,1485,'2 2BR','1990-1999',65000
458,30,0.1657894737,910,'3 3BR','2000-2009',38000
459,-9,-9.0,1010,'3 3BR','2000-2009',-9
460,39,0.2502439024,1135,'4 4BR+','2000-2009',0
461,54,0.2620645161,1135,'4 4BR+','2000-2009',82000
462,35,0.2934,605,'1 1BR','1980-1989',20000
463,53,0.16877745519999998,992,'4 4BR+','1980-1989',125000
464,-9,-9.0,783,'3 3BR','2000-2009',-9
465,34,0.2578651685,974,'2 2BR','1980-1989',35000
466,58,0.2028,1251,'4 4BR+','1980-1989',100000
467,36,0.5196144578,1462,'3 3BR','1980-1989',83000
468,32,0.2140571429,956,'3 3BR','2000-2009',105000
469,28,0.1110967742,794,'2 2BR','2000-2009',155000
470,-9,-9.0,671,'1 1BR','2000-2009',-9
471,59,0.10302411869999999,1157,'3 3BR','1980-1989',200000
472,68,0.0669767442,1283,'4 4BR+','2000-2009',15000
