,AGE1,BURDEN,FMR,FMTBEDRMS,FMTBUILT,TOTSAL
121,51,0.1916291941,1080,'3 3BR','1980-1989',31000
122,53,0.285631068,823,'3 3BR','1980-1989',51000
123,44,0.1366015038,773,'3 3BR','2000-2009',62900
124,80,0.344284342,548,'1 1BR','1980-1989',0
125,40,0.5506730769,834,'4 4BR+','2000-2009',0
126,27,0.22412307690000002,669,'1 1BR','1980-1989',32500
127,26,0.227628866,742,'3 3BR','2000-2009',17000
128,34,0.27744,590,'2 2BR','1980-1989',25000
129,36,0.2109,834,'4 4BR+','1980-1989',80000
130,85,0.8530701754000001,820,'2 2BR','1990-1999',4800
131,73,0.3038438072,891,'1 1BR','1980-1989',0
132,29,0.59625,712,'3 3BR','1980-1989',6000
133,25,0.23568000000000003,712,'3 3BR','2000-2009',25000
134,59,0.05724,712,'3 3BR','1980-1989',0
135,69,0.1167630058,813,'3 3BR','1980-1989',32000
136,-9,-9.0,972,'3 3BR','2000-2009',-9
137,46,0.2923636364,1017,'3 3BR','2000-2009',0
138,40,1.1034615016,1017,'3 3BR','1980-1989',0
139,24,0.35184,699,'2 2BR','1980-1989',25000
140,30,0.210375,483,'1 1BR','1980-1989',32000
141,64,0.5202857143,483,'1 1BR','1980-1989',7000
142,33,0.1009159634,779,'2 2BR','1980-1989',100000
143,44,0.1984,691,'2 2BR','1980-1989',60000
144,74,5.052,938,'3 3BR','1980-1989',0
145,26,0.24979184010000002,691,'2 2BR','1980-1989',24000
146,-9,-9.0,656,'1 1BR','1980-1989',-9
147,31,0.2890909091,788,'2 2BR','1980-1989',44000
148,62,0.053156146200000004,569,'2 2BR','1940-1959',18000
149,29,0.1206076416,564,'2 2BR','1980-1989',14500
150,-9,-9.0,1152,'3 3BR','1980-1989',-9
151,48,0.6826003824,799,'2 2BR','1980-1989',20000
152,84,0.7007142856999999,776,'3 3BR','1980-1989',0
153,46,0.2230434783,763,'4 4BR+','1980-1989',92000
154,51,0.021337334500000003,874,'4 4BR+','1980-1989',103600
155,35,0.1310823529,1302,'4 4BR+','2000-2009',130000
156,53,870.66666667,1006,'3 3BR','1980-1989',63
157,41,0.2205449591,1068,'4 4BR+','1980-1989',73000
158,43,0.1460081633,815,'4 4BR+','2000-2009',200000
159,-9,-9.0,477,'1 1BR','1980-1989',-9
160,45,0.32565517239999997,571,'2 2BR','1960-1979',29000
161,45,0.6445090909000001,1159,'4 4BR+','1980-1989',55000
162,59,0.11401534529999999,2000,'4 4BR+','1980-1989',0
163,52,0.0388806622,777,'4 4BR+','1990-1999',121400
164,35,0.12462385320000001,608,'2 2BR','1980-1989',103000
165,21,1.7187192118,1397,'4 4BR+','2000-2009',8120
166,57,0.0311133706,1633,'4 4BR+','2000-2009',145000
167,47,0.12307078519999999,1308,'4 4BR+','2000-2009',155000
168,35,0.5006060606,1420,'4 4BR+','2000-2009',18700
169,-9,-9.0,677,'1 1BR','2000-2009',-9
170,-9,-9.0,1190,'3 3BR','2000-2009',-9
171,41,0.3814285714,817,'2 2BR','1980-1989',22400
172,55,0.1986857143,862,'3 3BR','2000-2009',70000
173,19,0.5463157895,834,'2 2BR','1980-1989',14000
174,60,9.3034682081,788,'2 2BR','1980-1989',42000
175,58,0.1212515337,938,'4 4BR+','1990-1999',163000
176,54,0.2075,1121,'3 3BR','2000-2009',96000
177,50,0.828,693,'1 1BR','1980-1989',0
178,27,0.6253333333,1121,'3 3BR','2000-2009',18000
179,33,1.0257142857,834,'2 2BR','1980-1989',0
180,68,0.3171390013,608,'2 2BR','1980-1989',0
181,60,2.94,983,'3 3BR','1980-1989',0
182,73,0.1516143498,1057,'2 2BR','1990-1999',88000
183,-9,-9.0,866,'1 1BR','1980-1989',-9
184,36,0.1497272727,779,'3 3BR','1990-1999',48000
185,52,0.35712,823,'3 3BR','1980-1989',15000
186,30,0.313056,951,'4 4BR+','1980-1989',125000
187,78,0.4536,1377,'3 3BR','1980-1989',0
188,51,0.0127094499,773,'3 3BR','1980-1989',484364
189,17,0.1633676668,549,'1 1BR','1980-1989',0
190,87,0.31034482760000004,594,'1 1BR','1980-1989',0
191,41,0.1204705882,594,'1 1BR','1980-1989',51000
192,84,0.21333333329999998,940,'4 4BR+','2000-2009',0
193,58,1.632,411,'1 1BR','1980-1989',0
194,66,6.3415384615,502,'2 2BR','1980-1989',0
195,22,0.6156923077,741,'2 2BR','1980-1989',13000
196,17,0.1113455809,731,'4 4BR+','1990-1999',25000
197,53,0.0970619469,731,'4 4BR+','2000-2009',113000
198,47,0.21575,983,'4 4BR+','1980-1989',13000
199,63,0.20143613,825,'3 3BR','2000-2009',19200
200,45,0.3028571429,963,'3 3BR','1980-1989',88000
201,57,0.2656984195,700,'2 2BR','1980-1989',14000
202,43,0.0313548387,680,'3 3BR','1980-1989',93000
203,52,0.2810958904,1457,'3 3BR','1980-1989',73000
204,55,0.0946666667,863,'3 3BR','1980-1989',36000
205,30,0.247826087,712,'3 3BR','1980-1989',23000
206,49,0.1663255814,468,'1 1BR','1980-1989',43000
207,42,0.3964125883,984,'3 3BR','1980-1989',54439
208,34,0.30576,1225,'4 4BR+','2000-2009',25000
209,80,0.6509656147,1045,'1 1BR','1980-1989',11830
210,36,31.9,1159,'4 4BR+','1980-1989',600
211,79,0.2256716418,693,'1 1BR','2000-2009',0
212,-9,-9.0,1816,'4 4BR+','2000-2009',-9
213,23,0.186043956,1607,'4 4BR+','2000-2009',104400
214,22,1.0453333333,773,'1 1BR','1980-1989',9000
215,72,0.2197014925,706,'3 3BR','1960-1979',0
216,54,0.3490136571,483,'1 1BR','1980-1989',0
217,-9,-9.0,483,'1 1BR','1980-1989',-9
218,56,0.50625,548,'2 2BR','2000-2009',8000
219,-9,-9.0,712,'3 3BR','2000-2009',-9
220,58,6.2129983615999995,712,'3 3BR','2000-2009',0
221,38,0.2835127479,984,'3 3BR','1980-1989',35000
222,27,0.26075187969999997,1367,'4 4BR+','2000-2009',60500
223,-9,-9.0,1367,'4 4BR+','2000-2009',-9
224,53,0.1724651163,1118,'4 4BR+','1960-1979',43000
225,53,0.1462702703,788,'3 3BR','1980-1989',111000
226,41,0.1941509434,963,'4 4BR+','2000-2009',106000
227,80,0.1738385051,808,'3 3BR','1980-1989',0
228,62,0.0908,1042,'3 3BR','1980-1989',28334
229,43,0.1547855918,863,'3 3BR','1980-1989',58300
230,32,0.162,519,'1 1BR','1980-1989',28000
231,51,0.06075,788,'3 3BR','1980-1989',48000
232,23,0.225,779,'2 2BR','2000-2009',24000
233,-9,-9.0,701,'1 1BR','1980-1989',-9
234,58,0.1288675624,947,'4 4BR+','2000-2009',200000
235,23,0.1752,701,'1 1BR','1980-1989',40000
236,29,0.4856,600,'1 1BR','1980-1989',15000
237,52,0.32912610579999996,779,'2 2BR','1980-1989',17000
238,57,0.1668387097,1518,'3 3BR','1980-1989',155000
239,-9,-9.0,590,'2 2BR','2000-2009',-9
240,50,0.16602197800000001,827,'3 3BR','1980-1989',91000
241,-9,-9.0,1147,'4 4BR+','2000-2009',-9
242,27,0.4533333333,879,'3 3BR','1980-1989',18000
243,51,0.2582068966,799,'2 2BR','2000-2009',17000
244,26,0.4905882353,799,'2 2BR','2000-2009',17000
245,22,0.2561052632,799,'2 2BR','2000-2009',38000
246,-9,-9.0,972,'3 3BR','2000-2009',-9
247,23,0.1436213325,601,'1 1BR','1960-1979',37014
248,57,0.1354909091,1035,'4 4BR+','1980-1989',55000
249,41,0.30991304350000004,601,'1 1BR','1980-1989',23000
250,38,0.42272727270000005,972,'3 3BR','2000-2009',29920
251,57,0.0635064935,980,'3 3BR','1980-1989',60000
252,41,0.056245572599999995,679,'3 3BR','2000-2009',84700
253,-9,-9.0,746,'2 2BR','2000-2009',-9
254,38,0.36872727270000005,669,'1 1BR','1980-1989',22000
255,62,0.0537172775,805,'2 2BR','1980-1989',22000
256,57,0.20835699800000002,913,'3 3BR','1990-1999',32000
257,81,0.0808333333,712,'3 3BR','1980-1989',0
258,50,0.3528932039,1479,'4 4BR+','1980-1989',103000
259,-9,-9.0,460,'1 1BR','1980-1989',-9
260,38,0.0207272727,712,'3 3BR','1990-1999',132000
261,49,0.1861894737,1100,'3 3BR','2000-2009',95000
262,34,0.1205454545,1100,'3 3BR','2000-2009',110000
263,55,0.10416494849999999,906,'2 2BR','2000-2009',97000
264,-9,-9.0,906,'2 2BR','2000-2009',-9
265,27,0.2120571429,906,'2 2BR','2000-2009',70000
266,31,0.2650212766,1266,'4 4BR+','2000-2009',94000
267,31,0.1997468354,787,'3 3BR','2000-2009',107000
268,36,0.6526530612,1267,'4 4BR+','2000-2009',29000
269,43,0.2632,1266,'4 4BR+','1980-1989',195000
270,36,0.585,1258,'4 4BR+','1990-1999',0
271,50,0.165037037,711,'3 3BR','1980-1989',81000
272,32,0.828,746,'2 2BR','2000-2009',0
273,-9,-9.0,593,'2 2BR','2000-2009',-9
274,55,0.2435076923,663,'2 2BR','1980-1989',65000
275,71,0.060603775,1537,'3 3BR','1980-1989',0
276,60,0.1223606557,680,'3 3BR','2000-2009',0
277,76,0.0557522124,484,'1 1BR','1980-1989',0
278,47,0.3946153846,680,'3 3BR','1980-1989',52000
279,80,0.5313159747,940,'4 4BR+','2000-2009',0
280,21,0.1336153846,468,'1 1BR','1990-1999',52000
281,28,0.2282105263,640,'1 1BR','1980-1989',28500
282,25,0.1248,681,'2 2BR','1990-1999',55000
283,35,0.2352857143,578,'1 1BR','1980-1989',56000
284,37,0.18,879,'3 3BR','1980-1989',65000
285,-9,-9.0,676,'2 2BR','1980-1989',-9
286,30,0.3453913043,676,'2 2BR','1980-1989',23000
287,21,0.6972,975,'1 1BR','1980-1989',10000
288,35,0.2251803279,1302,'4 4BR+','2000-2009',91500
289,38,0.31452631579999996,788,'2 2BR','1980-1989',38000
290,17,0.189350577,788,'2 2BR','1980-1989',0
291,32,0.19766037739999998,938,'3 3BR','1980-1989',53000
292,48,0.3907826087,829,'3 3BR','2000-2009',46000
293,81,4.5741176471,1057,'2 2BR','1980-1989',0
294,73,0.0948175182,1137,'4 4BR+','1980-1989',0
295,25,1.71,601,'1 1BR','1980-1989',4000
296,-9,-9.0,1377,'3 3BR','1980-1989',-9
297,23,0.5095384615,472,'1 1BR','2000-2009',13000
298,44,0.19331612899999998,899,'4 4BR+','1980-1989',155000
299,39,0.2468,685,'2 2BR','1990-1999',60000
300,82,0.2606741573,438,'1 1BR','1980-1989',0
301,52,0.0482109296,800,'4 4BR+','1980-1989',440364
302,36,0.2322,732,'2 2BR','1980-1989',40000
303,78,0.10655999999999999,862,'3 3BR','2000-2009',0
304,26,0.586894198,604,'2 2BR','1980-1989',55000
305,48,0.0395891239,873,'3 3BR','2000-2009',164000
306,37,0.2457230769,1046,'4 4BR+','1980-1989',65000
307,23,0.5488151659,1017,'2 2BR','1980-1989',6000
308,44,0.3257142857,556,'1 1BR','1980-1989',21000
309,-9,-9.0,524,'2 2BR','1980-1989',-9
310,51,0.26625,1057,'2 2BR','1980-1989',96000
311,-9,-9.0,736,'2 2BR','1980-1989',-9
312,63,0.16740165810000002,1140,'3 3BR','1980-1989',0
313,85,0.3367088608,1037,'1 1BR','1980-1989',0
314,29,0.1275,502,'2 2BR','2000-2009',80000
315,51,0.13668,952,'4 4BR+','2000-2009',100000
316,48,0.1177931034,845,'3 3BR','2000-2009',87000
317,47,0.174,829,'3 3BR','2000-2009',99000
318,37,0.11627906980000001,840,'3 3BR','1980-1989',64500
319,23,0.2622064057,581,'2 2BR','1980-1989',27000
320,45,0.5216470588000001,893,'0 Studio','2000-2009',5000
321,42,0.062075675700000006,1058,'3 3BR','1980-1989',185000
322,31,0.3688421053,1607,'4 4BR+','2000-2009',76000
323,-9,-9.0,693,'1 1BR','2000-2009',-9
324,28,0.6551428571,1607,'4 4BR+','2000-2009',20000
325,41,0.3952855407,1308,'4 4BR+','2000-2009',82300
326,29,0.36880851060000003,1397,'4 4BR+','2000-2009',94000
327,73,0.5409574468,1168,'3 3BR','2000-2009',0
328,24,0.2552,652,'1 1BR','1980-1989',20000
329,35,1.2114782609,1121,'3 3BR','1990-1999',11000
330,55,0.1334285714,1342,'3 3BR','1980-1989',126000
331,35,0.2135885167,716,'2 2BR','1980-1989',40000
332,35,0.1483597193,574,'1 1BR','1980-1989',47000
333,57,0.838,999,'4 4BR+','1980-1989',0
334,71,3.7166666667,712,'3 3BR','1980-1989',0
335,55,0.29136,712,'3 3BR','1990-1999',17000
336,66,3.2638700947,902,'4 4BR+','1980-1989',0
337,89,0.1606373816,668,'2 2BR','1980-1989',0
338,47,-1.0,823,'3 3BR','2000-2009',0
339,-9,-9.0,823,'3 3BR','1980-1989',-9
340,53,0.0895366795,919,'4 4BR+','1980-1989',96000
341,39,0.2007567568,1270,'3 3BR','1980-1989',65000
342,69,0.309,1270,'3 3BR','1980-1989',0
343,34,1.0474061875,761,'1 1BR','1990-1999',1
344,49,0.09942857140000001,679,'3 3BR','1980-1989',35000
345,-9,-9.0,746,'2 2BR','2000-2009',-9
346,28,0.24230769230000002,604,'2 2BR','2000-2009',52000
347,46,0.40027972030000003,622,'2 2BR','1980-1989',50000
348,29,0.1384433498,1033,'4 4BR+','2000-2009',203000
349,25,0.2460969977,746,'2 2BR','1980-1989',40000
350,64,0.11857297300000001,746,'2 2BR','2000-2009',185000
351,57,0.0391231182,1258,'4 4BR+','2000-2009',45001
352,82,0.17088,898,'2 2BR','1960-1979',0
353,36,0.21923890059999998,1094,'4 4BR+','1980-1989',48360
354,26,0.1968,601,'2 2BR','1980-1989',40000
355,62,0.1297334013,863,'3 3BR','1980-1989',43001
356,76,0.3486486486,966,'1 1BR','1980-1989',0
357,38,0.3,666,'3 3BR','1990-1999',120000
358,25,0.19061538460000002,640,'2 2BR','1980-1989',52000
359,28,0.2552903226,881,'4 4BR+','2000-2009',62000
360,44,0.3057452123,959,'4 4BR+','1990-1999',44050
361,26,0.1823661972,640,'2 2BR','1980-1989',70000
362,44,0.1808,983,'4 4BR+','1980-1989',45000
363,35,0.1770666667,1328,'4 4BR+','2000-2009',180000
364,65,0.2723488603,1130,'4 4BR+','1980-1989',100000
365,41,0.4358974359,874,'4 4BR+','2000-2009',32292
366,51,0.309,846,'3 3BR','2000-2009',56000
367,31,0.41650909090000005,979,'3 3BR','1980-1989',55000
368,53,0.1615555556,1077,'4 4BR+','1980-1989',108000
369,35,0.3322969838,1225,'4 4BR+','2000-2009',79200
370,69,0.6086518335,798,'3 3BR','1980-1989',0
371,25,0.7152,845,'2 2BR','1980-1989',20000
372,43,0.2118149466,590,'2 2BR','1980-1989',20300
373,37,0.17942857140000001,724,'2 2BR','1990-1999',42000
374,34,0.3198181818,1527,'4 4BR+','2000-2009',20000
375,39,0.1430555556,1095,'3 3BR','1980-1989',125600
376,51,0.20625,1328,'4 4BR+','1980-1989',112000
377,-9,-9.0,553,'2 2BR','1980-1989',-9
378,22,2.6723076923,553,'2 2BR','1980-1989',1000
379,31,0.2772,1317,'2 2BR','1990-1999',80000
380,28,0.6109447318,921,'3 3BR','2000-2009',35000
381,-9,-9.0,995,'3 3BR','2000-2009',-9
382,33,0.2697142857,597,'1 1BR','1980-1989',21000
383,51,0.10181679390000001,995,'4 4BR+','1980-1989',262000
384,32,0.2635165834,752,'2 2BR','1980-1989',33000
385,56,0.1661356932,1159,'4 4BR+','1980-1989',101700
386,34,0.1256,1075,'2 2BR','1980-1989',45000
387,35,0.3549176471,965,'3 3BR','2000-2009',0
388,-9,-9.0,965,'3 3BR','2000-2009',-9
389,57,0.2558690176,1121,'3 3BR','1980-1989',65000
390,65,0.0701730104,1225,'4 4BR+','2000-2009',12000
391,49,0.037173912999999996,1225,'4 4BR+','1980-1989',92000
392,22,0.35747368420000003,483,'1 1BR','1980-1989',19000
393,42,0.26688,917,'3 3BR','1980-1989',0
394,47,0.2771009174,1068,'4 4BR+','2000-2009',109000
395,35,0.2650285714,881,'4 4BR+','1990-1999',70000
396,41,0.6357372986,1422,'4 4BR+','2000-2009',0
397,55,-1.0,929,'2 2BR','1960-1979',0
398,51,-1.0,591,'2 2BR','1990-1999',0
399,44,0.20366666670000003,623,'2 2BR','1980-1989',35900
400,68,0.0165775087,746,'2 2BR','2000-2009',0
401,64,0.4187983343,972,'3 3BR','2000-2009',0
402,-9,-9.0,698,'2 2BR','1980-1989',-9
403,54,0.078,1035,'4 4BR+','1980-1989',50000
404,42,1.27296,857,'4 4BR+','1980-1989',25000
405,58,0.1187234043,998,'2 2BR','1980-1989',35000
406,29,0.3877333333,998,'2 2BR','1980-1989',45000
407,45,0.0633333333,983,'4 4BR+','1980-1989',180000
408,60,0.5268,631,'1 1BR','1980-1989',10000
409,40,0.0432,680,'3 3BR','2000-2009',75000
410,54,0.2848333333,680,'3 3BR','2000-2009',60000
411,-9,-9.0,1382,'2 2BR','1960-1979',-9
412,59,0.21542168670000003,759,'3 3BR','1980-1989',38000
413,55,0.17328,759,'3 3BR','1980-1989',0
414,55,0.6107586207,925,'2 2BR','1980-1989',58000
415,85,2.3606936416,686,'1 1BR','1980-1989',0
416,-9,-9.0,817,'2 2BR','1960-1979',-9
417,38,0.46608,1190,'3 3BR','1980-1989',25000
418,52,0.0209507558,1190,'3 3BR','1960-1979',175501
419,48,0.1068571429,788,'2 2BR','1980-1989',72000
420,63,0.799245283,788,'2 2BR','1980-1989',0
421,36,0.3862948207,868,'2 2BR','1980-1989',25000
422,25,0.2042553191,504,'2 2BR','1990-1999',28200
423,36,0.22030491170000002,1006,'3 3BR','2000-2009',51213
424,32,0.1885531915,798,'3 3BR','1980-1989',94000
425,78,0.254048583,1093,'1 1BR','1990-1999',0
426,84,0.52004111,491,'0 Studio','1940-1959',0
427,53,0.2732044199,687,'2 2BR','1980-1989',0
428,58,0.355,793,'2 2BR','1990-1999',0
429,39,0.0663157895,657,'3 3BR','1980-1989',95000
430,-9,-9.0,567,'2 2BR','2000-2009',-9
431,47,0.2085,712,'3 3BR','1980-1989',80000
432,59,0.093253012,679,'3 3BR','2000-2009',58000
433,38,0.13616,1094,'4 4BR+','2000-2009',150000
434,75,0.0948,709,'4 4BR+','1980-1989',0
435,51,0.49986206899999996,687,'3 3BR','1980-1989',0
436,53,0.37682333869999995,906,'2 2BR','1980-1989',0
437,25,0.3253945481,803,'1 1BR','1980-1989',0
438,88,0.6335724534,906,'2 2BR','1990-1999',0
439,27,0.4885333333,906,'2 2BR','2000-2009',45000
440,44,0.19024390239999997,694,'2 2BR','1980-1989',41000
441,55,0.230195122,963,'3 3BR','1980-1989',32000
442,56,0.21188165679999998,845,'2 2BR','1980-1989',80000
443,20,0.6122448979999999,710,'2 2BR','1980-1989',8720
444,-9,-9.0,710,'2 2BR','1980-1989',-9
445,69,0.35670199140000003,490,'2 2BR','1980-1989',19848
446,54,0.18277894739999997,712,'3 3BR','2000-2009',95000
447,43,0.1362,1107,'1 1BR','1980-1989',100000
448,40,0.294,1889,'3 3BR','1980-1989',52000
449,33,0.32504448329999996,705,'4 4BR+','2000-2009',68000
450,76,0.1048015786,610,'3 3BR','2000-2009',0
451,44,0.1102,526,'1 1BR','1980-1989',60000
452,70,0.0692054795,526,'1 1BR','1980-1989',0
453,-9,-9.0,886,'3 3BR','1980-1989',-9
454,31,0.3413333333,969,'3 3BR','2000-2009',90000
455,37,0.26693498449999997,893,'4 4BR+','2000-2009',55000
456,33,0.3069444444,1039,'4 4BR+','1980-1989',43200
457,60,0.16699999999999998,661,'3 3BR','2000-2009',72000
458,24,0.41547945210000004,744,'4 4BR+','2000-2009',29200
459,76,0.17331664579999997,1228,'4 4BR+','1980-1989',66800
460,38,0.402,839,'3 3BR','1980-1989',24000
461,19,8.783999999999999,921,'3 3BR','1960-1979',1000
462,58,0.366,921,'3 3BR','2000-2009',20000
463,41,0.145125,839,'3 3BR','1980-1989',80000
464,60,0.6175609756,997,'3 3BR','1980-1989',0
465,41,0.4061052632,702,'2 2BR','1980-1989',19000
466,-9,-9.0,857,'1 1BR','1980-1989',-9
467,64,0.5153141775,668,'3 3BR','1980-1989',0
468,26,5.885714285700001,655,'2 2BR','1980-1989',0
469,49,0.034115088599999996,774,'3 3BR','2000-2009',35000
470,57,0.1586138614,892,'4 4BR+','1980-1989',40400
471,27,1.2521212120999998,698,'2 2BR','1960-1979',7900
472,55,0.1374,879,'3 3BR','1980-1989',38000
473,72,0.444757977,759,'3 3BR','1980-1989',0
474,37,0.06854676259999999,623,'2 2BR','1990-1999',69500
475,17,0.4096,519,'1 1BR','1980-1989',15000
476,66,0.1544969652,573,'1 1BR','1980-1989',25000
477,37,0.1677876106,769,'4 4BR+','1960-1979',113000
478,92,12.372239748,666,'3 3BR','2000-2009',1
